epoch,train_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_top2_accuracy
1,1.9285871114697637,0.25217627856365615,0.23233364883626262,0.23233571863344638,0.4364798694232862
2,1.8369581065935157,0.3174646354733406,0.3061554192748068,0.30614755459300214,0.5028563656147987
3,1.7484902155126019,0.352829162132753,0.351338894630233,0.3513189007798754,0.5395810663764962
4,1.6701666466343548,0.3981229597388466,0.3913940644913176,0.3913638932880508,0.5787540805223068
5,1.584122633802377,0.44477693144722524,0.4343671802321901,0.43434367802366497,0.6176550598476604
6,1.5090786889254468,0.46273122959738844,0.44941188011165983,0.44938574896189737,0.6516594124047879
7,1.4468471071955078,0.49931991294885747,0.4884351342413163,0.48840792650838627,0.6784548422198041
8,1.3742678209450647,0.5174102285092492,0.5055547638428506,0.5055322275958803,0.7007616974972797
9,1.3232222928217858,0.5499183895538629,0.5408296768967854,0.5408024253685078,0.7221164309031556
10,1.2646040813302726,0.5822905331882481,0.573731023310655,0.5737050324337277,0.7408868335146899
11,1.2082122138648055,0.5896354733405876,0.582014979159361,0.5819903824874575,0.7460554951033732
12,1.16225576648877,0.5927638737758433,0.5857076419338075,0.5856808655590078,0.7578890097932536
13,1.126209669401631,0.5991566920565833,0.5886620334818197,0.5886383664726761,0.7608813928182807
14,1.0839947409209707,0.6228237214363439,0.6144681063237872,0.6144418610296613,0.7795157780195865
15,1.0502184505895353,0.6441784548422198,0.6380926016601789,0.6380664241338347,0.7986942328618063
16,1.0244295757825084,0.654923830250272,0.6477451577412167,0.6477177674986695,0.8050870511425462
17,0.9880668023528064,0.6545157780195865,0.6405604923076255,0.6405402152073096,0.8102557127312296
18,0.9593565492180126,0.6576441784548422,0.6489815420459332,0.6489559411447163,0.8110718171926007
19,0.9268820848517624,0.6647170837867247,0.6541058798938119,0.6540843273106761,0.8273939064200218
20,0.9015601164123302,0.6755984766050055,0.6701507473988583,0.6701291033654483,0.8264417845484222
21,0.8787338395276686,0.6913764961915125,0.6860735719945099,0.6860509282197668,0.8322905331882481
22,0.855336571131816,0.6867519042437432,0.6784513106755073,0.6784306672152308,0.8367791077257889
23,0.8369722730557382,0.6979053318824809,0.6898438716584249,0.6898226970103012,0.8438520130576714
24,0.8149780856620048,0.6977693144722524,0.6871151181234032,0.6870943223438163,0.8441240478781284
25,0.7930058048461439,0.7022578890097932,0.6927389056435341,0.6927199210900021,0.844804134929271
26,0.7790889622197548,0.7173558215451578,0.7081715398977895,0.7081513698278785,0.8536452665941241
27,0.7604865490338508,0.7130032644178455,0.7064474807451013,0.7064280607833735,0.8555495103373232
28,0.7398590504500692,0.7075625680087051,0.699313692194649,0.6992943682093112,0.8539173014145811
29,0.7268789428262891,0.7222524483133841,0.714752188048861,0.7147320537232125,0.8609902067464635
30,0.7094214447934635,0.7259249183895539,0.7187511849017627,0.7187352577632404,0.8639825897714908
