branch,input_dim,best_val_macro_f1,eval_source,accuracy,macro_f1,weighted_f1,top2_accuracy,test_accuracy,test_macro_f1,test_weighted_f1,test_top2_accuracy,test_source
llm_fusion_cross_gated,896,0.6341787436256663,caer_s_validation_split,0.6413220892274211,0.6341787436256663,0.6341673490380517,0.7912132752992383,0.6331459603658537,0.6267239092636956,0.6267253750432141,0.7847751524390244,caer_s_in_domain_test
