branch,input_dim,best_val_macro_f1,eval_source,accuracy,macro_f1,weighted_f1,top2_accuracy,test_accuracy,test_macro_f1,test_weighted_f1,test_top2_accuracy,test_source
face,512,0.5138493354231153,caer_s_validation_split,0.5239390642002176,0.5138493354231153,0.5138405665277521,0.6882480957562568,0.5103372713414634,0.5005826001492498,0.5005845521478395,0.6849752286585366,caer_s_in_domain_test
