branch,input_dim,best_val_macro_f1,eval_source,accuracy,macro_f1,weighted_f1,top2_accuracy,test_accuracy,test_macro_f1,test_weighted_f1,test_top2_accuracy,test_source
scene,512,0.7405431346189495,caer_s_validation_split,0.7463275299238302,0.7405431346189495,0.7405301112612082,0.8745919477693145,0.745093368902439,0.7390778840735333,0.739078391601418,0.8760956554878049,caer_s_in_domain_test
