epoch,train_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_top2_accuracy
1,1.844305117976521,0.3069912948857454,0.2993030834816768,0.2993010070882559,0.4961915125136017
2,1.7501774678867328,0.3325625680087051,0.3239986496849154,0.3239925859463623,0.529107725788901
3,1.7004062969964202,0.35758977149075083,0.3477575234595423,0.3477544253975617,0.5455658324265505
4,1.662445638623648,0.3826169749727965,0.37510082600342753,0.3750967774760688,0.5714091403699674
5,1.626836079052124,0.39621871599564745,0.39037182515647423,0.39036710606350455,0.5786180631120783
6,1.595213618004913,0.4028835690968444,0.39394371602858663,0.3939396586989362,0.5911316648531012
7,1.5711083136777062,0.41879760609357997,0.40965275626299835,0.4096447415785268,0.6007889009793254
8,1.5469015655075713,0.4310391730141458,0.4232142039144011,0.42320998299248624,0.6099020674646355
9,1.5220872329042934,0.44096844396082696,0.4304910038485438,0.43048404549562264,0.6171109902067464
10,1.5039762934435317,0.4455930359085963,0.44015575349627045,0.44014490639329035,0.6226877040261154
11,1.483049156548181,0.45280195865070727,0.442383036415213,0.4423783462453834,0.6294885745375408
12,1.4613410430457638,0.45552230685527745,0.4479737846681783,0.44796772219050845,0.6432263329706203
13,1.4440483301459435,0.4644994559303591,0.45531430502977827,0.4553069140109625,0.6409140369967355
14,1.4287009663633934,0.4721164309031556,0.46241212847138785,0.46240286243263923,0.6493471164309031
15,1.4063000770079361,0.4774211099020675,0.46707112057266725,0.4670629845674475,0.654651795429815
16,1.3956941965919571,0.4794613710554951,0.4689784073413316,0.46896983336101866,0.6580522306855278
17,1.3791871508663691,0.48177366702937974,0.4731816166825539,0.4731759973257422,0.6575081610446137
18,1.3652947049140358,0.48653427638737756,0.4749105992302333,0.4749047384698332,0.6606365614798694
19,1.3534866885969496,0.49428726877040263,0.4864399946301962,0.48643148562923416,0.6634929270946681
20,1.3370499048466558,0.4961915125136017,0.4851635783002952,0.48515707812527015,0.6651251360174102
21,1.319228087477775,0.4952393906420022,0.48477016342859097,0.4847642291332654,0.670157780195865
22,1.311969368063721,0.4970076169749728,0.4867060409365549,0.48669998176768753,0.6626768226332971
23,1.2946941920995798,0.5017682263329706,0.4913933375598113,0.49138555269718714,0.6751904243743199
24,1.2815932380439081,0.5085690968443961,0.5000711255753231,0.5000616976456478,0.6802230685527747
25,1.2755069877474323,0.5127856365614799,0.5032983323028782,0.5032910473186144,0.6791349292709467
26,1.2624619710976273,0.5159140369967355,0.5075857396308046,0.507576594545194,0.676278563656148
27,1.2543134335180302,0.5239390642002176,0.5138493354231153,0.5138405665277521,0.6882480957562568
28,1.2439747802808554,0.5156420021762785,0.5060255506722308,0.5060146706495826,0.6836235038084875
29,1.230588024882563,0.5167301414581066,0.5057878580346751,0.5057787284822197,0.6809031556039173
30,1.2243935829622092,0.5210826985854189,0.5124064200060575,0.5123970861289868,0.6902883569096845
