branch,input_dim,best_val_macro_f1,eval_source,accuracy,macro_f1,weighted_f1,top2_accuracy,test_accuracy,test_macro_f1,test_weighted_f1,test_top2_accuracy,test_source
face,512,0.4355293174797169,caer_s_validation_split,0.4430087051142546,0.4355293174797169,0.43552381844003407,0.6187431991294886,0.43540396341463417,0.42717398212465724,0.4271768374708353,0.6173304115853658,caer_s_in_domain_test
