branch,input_dim,best_val_macro_f1,eval_source,accuracy,macro_f1,weighted_f1,top2_accuracy,test_accuracy,test_macro_f1,test_weighted_f1,test_top2_accuracy,test_source
vision_fusion,1024,0.6945328640662763,caer_s_validation_split,0.6994015233949945,0.6945328640662763,0.6945187212960371,0.8422198041349293,0.6946455792682927,0.6896813573811882,0.6896832233850609,0.8453696646341463,caer_s_in_domain_test
